10.5,22.4
9.3,22.1
9.35,21.5
10.2,21.7
9.75,21.2
9.05,20.65
8.6,19.75
8.95,20.05
9.85,20.35
10.25,21
9.75,19.7
8.9,19.6
8.65,18.8
9.05,17.7
8.55,17.3
8.65,16.6
8.5,12.9
8.75,13
8.75,12.2
9.15,11.55
9.45,12.3
9.6,13.05
9.4,13.5
9.1,14.25
9.05,14.55
8.85,15
8.65,15.45
9,16.25
9.2,15.85
9.7,15.4
9.85,14.85
9.7,14.05
10.05,13.7
10.45,14.25
10.55,14.6
10.8,14.3
10.8,13.65
10.55,13.2
10.75,12.55
10.15,12.3
10.05,11.65
10.7,11.55
10.55,15.55
10.9,16
10.1,16.35
9.2,16.65
9.25,17.25
10.1,17.45
10.2,16.9
11,17.75
10.65,18.1
10.55,18.5
9.55,18.45
9.55,19.1
10.75,19.1
10.45,19.85
10.85,20.35
10.1,4.3
8.95,4.4
8,4.85
7.9,5.35
7.25,6.3
7.55,6.45
8.35,5.75
8.6,5.35
10.25,4.95
9.8,6.1
9.3,6.35
8.55,7.15
8,7.2
7.25,7.85
9.45,7.8
8.5,8.1
8.95,8.55
10.95,8.6
10.4,8.15
10.7,7.15
11.35,7.8
12.1,7.95
13.05,7.85
12.6,8.75
12.2,7.3
11.7,6.7
11,5.9
11.9,5.2
11.65,5.4
11.45,4.6
11.95,6.1
12.9,5.4
13.5,5.7
13.1,6.1
12.95,6.8
10.5,29.4
9.3,29.1
9.35,28.5
10.2,28.7
9.75,28.2
9.05,27.65
8.6,26.75
8.95,27.05
9.85,27.35
10.25,28
9.75,26.7
8.9,26.6
8.95,26.2
8.65,25.8
8.75,25.15
9.05,24.7
8.55,24.3
8.65,23.6
8.65,22.45
9,23.25
9.2,22.85
9.7,22.4
10.55,22.55
10.9,23
10.1,23.35
9.2,23.65
9.25,24.25
10.1,24.45
10.2,23.9
11,24.75
10.65,25.1
10.55,25.5
9.9,25.2
9.55,25.45
9.55,26.1
10,26.25
10.75,26.1
10.45,26.85
10.85,27.35
10,8.5
10,16
10,25
10,23
10,21.5
10,21
10,19
10,18
10,17
10,16
9.9,36.7
11.05,36.6
12,36.15
12.1,35.65
12.75,34.7
12.45,34.55
11.8,34.5
11.65,35.25
11.4,35.65
10.7,35.65
9.75,36.05
9.5,35.6
9.8,35.2
10.2,34.9
10.05,34.55
10.7,34.65
11.45,33.85
12,33.8
12.75,33.15
10.55,33.65
10.55,33.2
11.5,32.9
11.05,32.45
9.05,32.4
9.6,32.85
9.5,33.7
9.3,33.85
8.65,34
8.65,33.2
7.9,33.05
6.95,33.15
7.4,32.25
7.8,33.7
8.3,34.3
8.9,34.7
9,35.1
8.1,35.8
8.35,35.6
8.55,36.4
8.05,34.9
7.1,35.6
6.5,35.3
6.9,34.9
7.05,34.2
7.3,34.05
